영상ID,제목,조회수,댓글수,좋아요수,썸네일,영상설명,바이럴지표
3gziRPHV-vs,[모동숲] 초기 3주민을 위시로 데려오는 2가지 방법!,249476,388,2829,https://i.ytimg.com/vi/3gziRPHV-vs/hqdefault.jpg,"꽃무리섬에 새로운 3주민이 올 예정이에요! 
 오늘은 초기 3주민을 위시로 데려올 수 있는 두 가지 방법에 대해 알려드립니다. 
 ----------------------------------------------------------------------------------
 ฅ( ̳͒•ಲ• ̳͒)♪ 안녕하세요! 새벽빛(=새빗)입니다.
 이 채널은 주로 동물의 숲 영상을 올리고 있습니다.
 모여봐요 동물의 숲(모동숲), 튀어나와요 동물의 숲(튀동숲)에서의 
 아기자기한 일상이 궁금하시다면 채널 구독과 알림 설정 꾹! 부탁드려요.
 ----------------------------------------------------------------------------------
 ฅ( ̳͒•ಲ• ̳͒)♪ 일러스트 작가님
 🎀 아이모루
 🎀 아기쥐작업소 
 ----------------------------------------------------------------------------------
 COPYRIGHT ⓒ 2018 새벽빛 ALL RIGHTS RESERVED.
 ଘ(੭*ˊᵕˋ)੭* 제 영상을 무단으로 사용하지 말아주세요.",3.88E+12
apguKut1CAw,모여봐요 동물의 숲 접겠습니다.........,752323,383,8921,https://i.ytimg.com/vi/apguKut1CAw/hqdefault.jpg,"#모여봐요동물의숲 #모동숲 #동물의숲
 🖤풀버전 보러 ㄱrブl 📅 220714 https://youtu.be/Yzq-aeHfufU
 🤍スΙ컨 생방송 ㉰㉦ㅣ 보㉠ㅣhttps://bit.ly/2kyCIWu
 🖤팬 ㅋΓ페로 놀ㄹ┥ 와...。http://cafe.daum.net/zkern
 🤍멤버십 フト입ㅎΗ丕 https://www.youtube.com/channel/UC0z8bddfRBRBmEC-AjI6UXw/join
 🖤しΗ 사생활Ｏ| 궁금㉭ㅐ...? https://www.instagram.com/zkern_official/
 
 🤍편집: 찐빵찰스",3.84E+12
IzmBQbxh0mI,동물의 숲 마일여행권 없이 원하는 주민 구하는 꿀팁 알려드립니다,149952,372,1580,https://i.ytimg.com/vi/IzmBQbxh0mI/hqdefault.jpg,"디스코드 : https://discord.gg/kR9YUR8
 위들이 트위치: https://www.twitch.tv/weedlion026
 -----------------------------------------------------------------
 영상편집 : 위들이
 썸네일 : 위들이
 -----------------------------------------------------------------
 각종 문의 및 건의 사항 : weedlion026@naver.com",3.72E+12
gQiiB0jooFw,😈 히죽아 입주 축하한드아아!!!!!! 히죽이 입덕 영상.zip [모동숲],506454,350,7266,https://i.ytimg.com/vi/gQiiB0jooFw/hqdefault.jpg,"#동물의숲 #모동숲 #모여봐요동물의숲
 🖤풀버전 보러 ㄱrブl 📅 210515 https://youtu.be/0dBC8AE7pYQ
 🤍スΙ컨 생방송 ㉰㉦ㅣ 보㉠ㅣhttps://bit.ly/2kyCIWu
 🖤팬 ㅋΓ페로 놀ㄹ┥ 와...。http://cafe.daum.net/zkern
 🤍멤버십 フト입ㅎΗ丕 https://www.youtube.com/channel/UC0z8bddfRBRBmEC-AjI6UXw/join
 🖤しΗ 사생활Ｏ| 궁금㉭ㅐ...? https://www.instagram.com/zkern_official/
 
 🤍편집: 찐빵찰스",3.51E+12
9LM8NZgPC90,그렇게 영롱하다는 스피카 실물 영접하ㄱ,759730,348,6363,https://i.ytimg.com/vi/9LM8NZgPC90/hqdefault.jpg,"영롱하다 영롱해.
 
 #동물의숲 #모동숲 #모여봐요동물의숲 #ACNH
 
 🏝섬 이름 : 아보카도🥑 (Abcado)
 👩주민대표 : 아오니 (Aoni)
 🌙꿈번지 : DA-2528-5743-8067
 🌟‍인스타그램 : aonioni_
 
 ----
 
 [타임라인]
 00:00 스피카 만나기 전
 03:33 스피카와의 만남
 04:41 스피카 만난 후
 
 ---
 
 [BGM 출처]
 🎵Music provided by 브금대통령 
 🎵Track : 귀여운 BGM 모음 2 - https://youtu.be/Gkh-wz-cHyg
 
 [음성 출처]
 본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다.
 인공지능 성우 애니, 카밀라, 호빈이",3.49E+12
FLRrJCh_VaA,결국 1티어 주민에게 넘어가 버린 유튜버,706297,327,8999,https://i.ytimg.com/vi/FLRrJCh_VaA/hqdefault.jpg,"#모여봐요동물의숲 #모동숲 #동물의숲
 🖤풀버전 보러 ㄱrブl 📅 230112 https://youtu.be/ah0BuVHL0iU
 🤍スΙ컨 생방송 ㉰㉦ㅣ 보㉠ㅣhttps://bit.ly/2kyCIWu
 🖤팬 ㅋΓ페로 놀ㄹ┥ 와...。http://cafe.daum.net/zkern
 🤍멤버십 フト입ㅎΗ丕 https://www.youtube.com/channel/UC0z8bddfRBRBmEC-AjI6UXw/join
 🖤しΗ 사생활Ｏ| 궁금㉭ㅐ...? https://www.instagram.com/zkern_official/
 
 🤍편집: 으닝",3.28E+12
kG5aAhj6c8Y,20가지 마일섬 확률+스폰생물 총정리!]필수시청 영상 마일섬공략 모여봐요 동물의숲 Animal Crossing : New horizon,259448,327,3128,https://i.ytimg.com/vi/kG5aAhj6c8Y/hqdefault.jpg,"#ACNH #동물의숲 #모동숲
 출처 Credit @_Ninji Twitter
 https://wuffs.org/acnh/mysterytour.html
 
 00:44 0번섬 확률9%
 01:24 1번섬 확률9%
 01:40 2번섬 확률9%
 01:51 4번섬 확률9%
 02:01 절벽섬 확률9%
 02:38 돈섬 확률5%
 03:16 대나무섬 10% 
 03:44 10번 과일섬 확률9%
 04:11 11번 꽃섬 확률2% 하루한번 **
 05:02 12번전갈섬 확률 2% 하루한번 **
 05:40 13번 타란튤라섬 확률2% 하루한번**
 06:33 14번 나무섬1 확률2% 하루한번 **
 06:52 16번 큰물고기섬 확률3% 하루한번
 07:35 17번 나무섬2 확률1% 하루한번***
 07:55 18번 굽이친강섬 확률5%
 08:13 19번 큰물고기섬2 확률2% 하루한번**
 08:30 20번 쓰레기섬 확률 5%
 08:45 21번 지느러미섬(상어섬) 확률1% 하루한번***
 09:53 23번 폭포섬 확률5%
 10:02 24번 금광석섬 확률1% 하루한번 ***
 
 -타란튤라섬 강제로만들기- 
 http://www.youtube.com/watch?v=RUitdj0ZpY8
 -전갈섬, 전갈잡는법-
 http://www.youtube.com/watch?v=Ilt784u-ZmE
 -타란튤라섬- 
 http://www.youtube.com/watch?v=tWuBiDS_pKs
 
 -background music-
 k.k.동물의마을 from ACNH
 city day from Animal crossing : city folk 
 - L I V E - 
 생방송은 매주 화목 밤 9시 트위치/유튜브에서!
 https://www.twitch.tv/asabopp_
 
 📽 edited by. Asa 에이사
 이 영상의 저작권은 Asa 에이사 에게 있습니다.
 Copyrightⓒ2020 Asa All rights reserved.",3.27E+12
mM17Q0Rn4Eg,[모동숲] 마일티켓 100장으로 9~10번째 주민을 데려왔어요!,242003,325,2053,https://i.ytimg.com/vi/mM17Q0Rn4Eg/hqdefault.jpg,"----------------------------------------------------------------------------------
 ฅ( ̳͒•ಲ• ̳͒)♪ 안녕하세요! 새벽빛(=새빗)입니다.
 이 채널은 주로 동물의 숲 영상을 올리고 있습니다.
 모여봐요 동물의 숲(모동숲), 튀어나와요 동물의 숲(튀동숲)에서의 
 아기자기한 일상이 궁금하시다면 채널 구독과 알림 설정 꾹! 부탁드려요.
 ----------------------------------------------------------------------------------
 ฅ( ̳͒•ಲ• ̳͒)♪ 일러스트 작가님
 🎀 아이모루
 🎀 Setmen님
 ฅ( ̳͒•ಲ• ̳͒)♪ Song 
 🎀 샛별 - 어느 한 여름 날의 귤 밭 / https://youtu.be/C01cs6SAQMA
 ----------------------------------------------------------------------------------
 COPYRIGHT ⓒ 2018 새벽빛 ALL RIGHTS RESERVED.
 ଘ(੭*ˊᵕˋ)੭* 제 영상을 무단으로 사용하지 말아주세요.",3.25E+12
8VVJRX-qAjc,1티어 주민들과 있을 거 다 있는 만수르 섬! 근데 엄청난 반전이..?! [자빱TV / 모동숲],295580,321,4418,https://i.ytimg.com/vi/8VVJRX-qAjc/hqdefault.jpg,"#모동숲 #1티어주민 #미애내꺼
 8월 2일 (일) 방송입니다!
 📺 풀버전 링크: https://youtu.be/w-S3XLnu934
 
 📺 실시간 생방송 : 유튜브 저녁 7:30 ~ 새벽 1:00
 📺 휴방 : 월, 목요일 (추가 휴방시 유튜브 커뮤니티 & 팬카페에 공지)
 
 💎 후원 : 투네이션 https://toon.at/donate/jappaptv
 💎 VIP 멤버십 가입 : https://www.youtube.com/channel/UCwT_iMjmRsnAitwgpaR1Tqw/join
 💎 비즈니스 컨택 : support@jappaptv.com
 (방송 피드백, 건의 등은 읽지 않고 스팸처리합니다)
 💎 팬카페 : http://cafe.daum.net/jappapcinema
 
 🔔 팬카페에서 가장 빠르게 다시보기를 보실 수 있습니다
 🔔 구독 후 알람 버튼을 눌러주시면 영상을 바로 받아보실 수 있습니다
 
 🎬 편집: 무브
 
 
 
 
 
 :musical_note:Music provided by 브금대통령
 :musical_note:Track : Right Behind You - https://youtu.be/aNula35oPLk",3.21E+12
Tca8x5kyyVA,1티어 주민만 보면 동태 눈깔이 되는 유튜버,731787,318,8111,https://i.ytimg.com/vi/Tca8x5kyyVA/hqdefault.jpg,"#모여봐요동물의숲 #모동숲 #동물의숲
 🖤풀버전 보러 ㄱrブl 📅 221222 https://youtu.be/vyyNU_lhwuM
 🤍スΙ컨 생방송 ㉰㉦ㅣ 보㉠ㅣhttps://bit.ly/2kyCIWu
 🖤팬 ㅋΓ페로 놀ㄹ┥ 와...。http://cafe.daum.net/zkern
 🤍멤버십 フト입ㅎΗ丕 https://www.youtube.com/channel/UC0z8bddfRBRBmEC-AjI6UXw/join
 🖤しΗ 사생활Ｏ| 궁금㉭ㅐ...? https://www.instagram.com/zkern_official/
 
 🤍편집: 딱지",3.19E+12
dtyj5_vZ6SM,동물의숲 마일여행을 하는데 주민이 안나와요? 이걸 확인해보세요. // 동린이 들을 위한 꿀팁 가이드,117972,278,1032,https://i.ytimg.com/vi/dtyj5_vZ6SM/hqdefault.jpg,"디스코드 : https://discord.gg/kR9YUR8
 위들이 트위치: https://www.twitch.tv/weedlion026
 -----------------------------------------------------------------
 영상편집 : 위들이
 썸네일 : 위들이 (도움 꾸맹)
 -----------------------------------------------------------------
 각종 문의 및 건의 사항 : weedlion026@naver.com",2.78E+12
8B_pQKEUdMM,※레전드※ 마일섬에서 만난 주민의 정체 [모동숲 시즌2],234649,265,2454,https://i.ytimg.com/vi/8B_pQKEUdMM/hqdefault.jpg,"#모동숲 #주민작 #마일섬
 
 
 🔴견뭉 캐릭터가 그려진 ""그립톡과 마우스 패드"" 판매 중!🔴
 사러가기👉http://www.lolqstore.com/
 
 
 ◆ 트위치 생방송 : https://www.twitch.tv/kimbangduck
 ◆ 문의 혹은 하고 싶은 말 : kbd2018@naver.com
 ◆ 팬카페 : https://cafe.naver.com/gyeonnim
 ◆ 인스타 : gyeonmoung",2.65E+12
MnP0Sty-8Ts,무조건 성공하는 초기3주민 노가다 ㅣ모동숲 꿀팁ㅣACNH,108843,257,1534,https://i.ytimg.com/vi/MnP0Sty-8Ts/hqdefault.jpg,"🌴섬 이름: 크레센도
 👑주민대표: 혜광
 🍄팬카페: https://cafe.naver.com/hyegang2
 
 
 안녕하세요! 여러분 ! 혜광2입니다!
 오늘은 초기3주민 노가다를 해봤는데요!?
 저만의 꿀팁 3가지도 공유해봅니다!! 
 오늘도 재밌게 봐주세요!! ㅎㅎ!!!!
 .
 [00:00] 인트로
 [00:28] 주민노가다설명
 [01:51] 주민노가다 꿀팁3가지
 [03:30] 주민노가다 진행
 [05:10] 재주를 부려보겠습니다..☆
 [06:40] 아웃트로
 .
 [BGM]
 🎵Music provided by 브금대통령
 🎵Track : 사르르 녹는 귀여운 BGM 모음 3탄! -[https://youtu.be/czajaQpTBds](https://www.youtube.com/watch?v=czajaQpTBds&t=0s)
 .
 #동물의숲 #모동숲 #모여봐요동물의숲 #주민노가다 #초기주민 #힐링 #동숲 #animalcrossingnewhorizons #초기주민노가다 #동숲일기",2.57E+12
PRd0Wj2XSnM,드디어 모동숲 시작! 알못 지컨의 취향 저격 주민은? 🏝동물의 숲 주민 월드컵🍒,500648,228,6183,https://i.ytimg.com/vi/PRd0Wj2XSnM/hqdefault.jpg,"#모여봐요동물의숲 #모동숲 #이상형월드컵
 해당 생방송 스트리밍 날짜 - 210507
 지컨 유튜브 생방송 - https://bit.ly/2kyCIWu
 지컨 팬 카페로 놀러 오세요! - http://cafe.daum.net/zkern
 멤버십 구독해주세요 - 
 https://www.youtube.com/channel/UC0z8bddfRBRBmEC-AjI6UXw/join
 지컨 인스타그램 https://www.instagram.com/zkern_official/
 
 편집: 찐빵찰스",2.29E+12
xP1JSv3Abvo,위시 주민 데려오기가 이렇게 힘든 거였나요?,310639,221,4802,https://i.ytimg.com/vi/xP1JSv3Abvo/hqdefault.jpg,"이 날 데려온 친구들은 모두 '뭐 요정도'에서 가인이와 함께 행복한(?) 섬 생활을 즐기고 있답니다~^^
 .
 .
 .
 .
 .
 .
 provided by 브금대통령
 🎵Track : 조별과제 - https://youtu.be/wLuWmPrJkSk
 🎵Track : 댕청댕청 - https://youtu.be/5qEI_xTPa-Q 
 🎵Track : Confusing Road - https://youtu.be/ydPppyQQdPc
 🎵Track : 안졸리나 졸리다 - https://youtu.be/NNKNQMeWhm4
 
 공식블로그 https://blog.naver.com/yerang_garang
 개인메일 yeneex2@naver.com
 광고문의 gainyerin@sandboxnetwork.net
 인스타 예랑가랑-gainyerin
 인스타 가인학생-gainjersoze
 인스타 예린학생-yeneex2
 
 #가인학생 #방예린학생 #예랑가랑",2.21E+12
qP9ft6tMsBM,"동숲 유저라면 이 영상 꼭! 보셔야합니다!!ㅣ동린팁,섬꾸팁,노가다팁 ㅣ모동숲 꿀팁 모음집 ㅣACNH",104108,176,2819,https://i.ytimg.com/vi/qP9ft6tMsBM/hqdefault.jpg,"안녕하세요 여러분 혜광입니다!
 오.늘.은 ! 모동숲 꿀팁 '동숲 알쓸신잡' 을 가져왔는데요?
 동린이들이 보면 좋은 꿀팁, 절벽에 나무 심는 법, 노가다 팁까지
 정말 와구와구 가득 담았으니 오늘 영상 꼭! 시청해주세요!!ㅎ
 .
  [ BGM ]
 🎵Music provided by Oneul
 🎵Track : • 공부할 때 듣기 좋은 동글동글 귀여운 음악 모음집 (2시간, 중간광고x) 
 🎵Music provided by 샛별
 🎵Track : • 모여주라..동물의 숲 (Royalty Free Music) | 모동... 
 🎵Track :• ✨샛별 - 솜사탕 여행✨(Royalty Free Music) 
 🎵Track :• ✨샛별 - Sugar cookie🍪✨(Royalty Free Music) 
 🎵Track : • ✨샛별 - Skip a beat✨(Royalty Free Music) 
 🎵Track :• ✨샛별 - A Trip to the sky✨(Royalty Free... 
 .
 #혜광 #동물의숲 #모동숲 #모여봐요동물의숲 #동숲꿀팁 #알쓸신잡 #동린이꿀팁 #섬꾸꿀팁 #모동숲나무 #동숲섬꾸 #노가다꿀팁 #동숲노가다 #모동숲주민 #주민꿀팁 #마일섬꿀팁 #동숲 #동숲일상 #동숲리셋 #동숲꿀팁모음집 #동숲일기 #모동숲꿀팁 #동숲액자노가다 #이사노가다 #캠핑장노가다",1.76E+12
9-LjWNHKh04,동물의숲 마일티켓 부자되기 2시간 동안150장 모으기,180135,168,1999,https://i.ytimg.com/vi/9-LjWNHKh04/hqdefault.jpg,"자신의 섬 고유 패턴 알아보기 
 https://www.youtube.com/watch?v=ecWUgzE28kg
 
 보닌 동물의 숲 커뮤니티 카페 
 https://cafe.naver.com/bluegraysgdkb
 
 24시간 무+아이템 거래 채팅방
 https://www.youtube.com/watch?v=I-uZk...
 
 보닌 문의
 allgook@gmail.com",1.68E+12
4VRBLBVx5Yk,[모동숲] 7-2-2 캠핑장 노가다로 주민 데려오기⛺ (마일티켓 ❌),104607,110,1229,https://i.ytimg.com/vi/4VRBLBVx5Yk/hqdefault.jpg,"마일티켓 없어서 절~대 캠노 영상 찍은 거 아님. 아무튼 아님.
 
 ❥타임라인
 [00:00] 오프닝
 [00:36] 캠핑장 노가다란?
 [00:44] ① 원하는 주민과 성격
 [01:30] ② 7-2-2 캠노 설명
 [03:07] ③ 캠노 빠르게 하는 팁
 [03:59] ④ 캠핑장 주민 초대
 [05:25] 큐앤에이
 [07:40] 마무리
 
 ❥주민 리스트 : https://animalcrossing.soopoolleaf.com/ko/acna/
 
 ❥곰비 팬카페 : https://cafe.naver.com/gombeejelly
 ❥곰비 트위치 : https://www.twitch.tv/gombee0313
 ❥곰비 멤버십 : https://www.youtube.com/channel/UCGWiUqRs7ScLbFQJW_PwdYg/join
 ❥곰비 후원 : https://twip.kr/gombee0313
 ❥곰비 이메일 : gombee.szsz@gmail.com
 
 ❥브금: Music provided by 브금대통령
 Track : 꼬물꼬물 - https://youtu.be/oXc3PhIeeoE
 
 #모동숲 #ACNH #あつ森",1.10E+12
IaucenqN2DA,동물의 숲] 마일섬 티켓 1000장째... 동물의 숲 패턴의 비밀 드디어 알아내다!,106912,104,1670,https://i.ytimg.com/vi/IaucenqN2DA/hqdefault.jpg,"동물의숲 패턴론 풀버전 보러가기 :: https://youtu.be/Hj4j3_QpjkM
 재밌었다면 좋아요, 구독, 알람설정!!!! 요욧!!
 
 * 광고 문의 : jw.jun@cj.net
 
 대도서관 / 대도서관 게임 / 동물의 숲 / 패턴론 / 미첼
 
 #대도서관 #모동숲 #패턴 #패턴론 #닌텐도 #미첼 #마일섬 #동물의숲",1.04E+12
cCqjCyukCos,동물의 숲] 3일간의 마일섬 대장정 중 꿀잼 파트로만 꽉꽉 채웠습니다! 그리고 마침내 그분을 만났습니다!,103535,95,1811,https://i.ytimg.com/vi/cCqjCyukCos/hqdefault.jpg,"동물의 숲 스피카님 오신날! 풀버전 보러가기 :: https://youtu.be/ttJCeojtUJY
 재밌었다면 좋아요, 구독, 알람설정!!!! 요욧!!
 
 * 광고 문의 : jw.jun@cj.net
 
 대도서관 / 대도서관 게임 / 동물의 숲 / 스피카
 
 #대도서관 #동물의숲 #스피카 #닌텐도 #모동숲 #마일섬",9.52E+11
xFNbzDyZCKo,섬에서 주민을 삭제하고 나면 어떤 일이 생길까? 😱 모동숲 실험,416678,87,3005,https://i.ytimg.com/vi/xFNbzDyZCKo/hqdefault.jpg,"안녕하세요 모양몬 입니다~!
 오늘은 지난번에 이어서 동물의숲에서 미스테리한 
 시청자분의 제보를 받고 한 번 확인을 해보려고 합니다🤗
 닌텐도 본체에 있는 유저를 모두 삭제해버리면
 동숲에서 어떤 일이 일어날까? 라는 실험을 준비했습니다!
 모동숲에 어떤 미스테리한 현상이 숨겨져 있을 지는 
 영상에서 확인해주세요 😨😱 
 
 
 💎 Twitch게임방송도 하고있답니다 
 ""모양몬""검색하고 보러와주세요 ♡
 https://www.twitch.tv/moyangmon
 
 💎 모양몬 구독하기 :) ♥
 https://www.youtube.com/c/모양몬Moyangmon
 
 💎모양몬과 소통하기 트게더 :)
 https://tgd.kr/moyangmon
 
 
 
 
 
 
 #동물의숲
 #모동숲
 #모여봐요동물의숲",8.73E+11
jeuc90xNexU,동물의 숲] 신규 주민 스피카가 마을에 왔어요!!!,101750,75,1757,https://i.ytimg.com/vi/jeuc90xNexU/hqdefault.jpg,"신규 주민 스피카가 마을에 왔어요! 풀버전 보러가기 :: https://youtu.be/GpT5rMWccME
 재밌었다면 좋아요, 구독, 알람설정!!!! 요욧!!
 
 * 광고 문의 : jw.jun@cj.net
 
 대도서관 / 대도서관 게임 / 동물의 숲 / 스피카 / 주민영입
 
 #대도서관 #동물의숲 #스피카 #닌텐도 #모동숲 #마일섬 #스피카 #주민영입",7.52E+11
ZOSudazGfOs,윰댕 생방송] 동물의숲 - 별똥별은 다 내꺼 / 마일섬 멸망전2! (7일차),113096,58,1846,https://i.ytimg.com/vi/ZOSudazGfOs/hqdefault.jpg,"INSTAGRAM 🐰 @yumcast11
  광 고 문 의 🐰 jw.jun@cj.net",5.82E+11
RCo7xWqc8IU,"[모동숲] 마일노가다의 시작, 밀크가 쏘아올린 작은 공! ㅣ ACNH Miles Tickets",102926,358,878,https://i.ytimg.com/vi/RCo7xWqc8IU/hqdefault.jpg,"밀크를 보내고 새로운 주민을 맞이했어요. 누가 왔을까요?
 마일섬 노가다 함께 해봐요!
 1:18 성숙 주민이 아니라 친절 주민입니다 (오타발견 감사합니다!)",3.59E+11
IwJUsSBo-oU,애플이를 찾아 떠나는 모동숲 마일섬 노가다 [모여봐요 동물의 숲],110631,317,752,https://i.ytimg.com/vi/IwJUsSBo-oU/hqdefault.jpg,"안녕하세요 모여봐요 동물의 숲 아보카도 주민 대표 가람입니다 :)
 애플이를 만나기 위해 마일티켓 약 100장으로 마일섬 노가다를 했답니다
 과연 마일섬에서 애플이를 만났을까요?! 영상에서 확인해주세요!
 
 영상 재밌게 시청하셨다면 구독과 좋아요 부탁드려요~!",3.18E+11
rXmGhJKaMgc,내가 마일티켓 부자가 된 방법 ㅣ모동숲 꿀팁 ㅣACNH,88942,128,1191,https://i.ytimg.com/vi/rXmGhJKaMgc/hqdefault.jpg,"🌴섬 이름: 크레센도
 👑주민대표: 혜광
 🍄팬카페: https://cafe.naver.com/hyegang2
 
 안녕하세요 여러분 혜광입니다!
 오늘은 마일티켓 버는 방법을 가지고 왔는데요?
 재밌게 봐주시고 좋아요와 구독! 한번씩 부탁드립니다!
 .
 [BGM]
 🎵Music provided by 브금대통령
 🎵Track : 아쭈꾸임 - https://youtu.be/RONJ2CQJNro
 🎵Track : 브금의숲 - https://youtu.be/bVMW54kAO94
 🎵Track : A Little Viking - https://www.youtube.com/watch?v=rwRx-3yKZIY
 🎵Track : Merry Go Round - https://youtu.be/GWZE4jqIZ10
 
 
 #동숲 #동물의숲 #모동숲 #모여봐요동물의숲 #힐링 #마일티켓 #마일버는방법 #마일티켓노가다 #동숲노가다 #동숲꿀팁 #마일티켓버는방법 #혜광2",1.28E+11
UN44GrMXkSs,동물의 숲] 영원히 고통받는 마일섬 대장정,61612,109,1209,https://i.ytimg.com/vi/UN44GrMXkSs/hqdefault.jpg,"동물의 숲 요비 영입한날! 풀버전 보러가기 :: https://youtu.be/uIUSnOlNIFA
 재밌었다면 좋아요, 구독, 알람설정!!!! 요욧!!
 
 * 광고 문의 : jw.jun@cj.net
 
 대도서관 / 대도서관 게임 / 동물의 숲 / 요비
 
 #대도서관 #동물의숲 #요비 #닌텐도 #모동숲 #마일섬",1.09E+11
Bx-XBmBQ7_o,동물의 숲 마일섬 투어!🌱 100장 들고 다녀왔어요 ｜ 닌텐도 스위치 게임,131010,99,930,https://i.ytimg.com/vi/Bx-XBmBQ7_o/hqdefault.jpg,"안녕하세요. 해와랑입니다 😊
 
 동숲 리얼타임 유저라 주민들 이사보낼 타이밍을 잘 얻지 못하는데, 이번에 오랜만에 접속해보니 초기 주민 중 한명인 '바바라'가 이사를 간다고 하더라고요. 
 
 냉큼 이사 보내고, 그동안 쌓아놨던 마일 티켓을 모아모아서 마일섬 투어를 다녀왔어요. 오랜만에 마일섬을 돌아봤는데, 처음부터 나탈리, 오로라가 나오길래 이번 투어 성공적일 것 같아 영상으로 담아봤어요.
 
 #닌텐도스위치​​​ #동물의숲​​​ #모동숲​​​ 
 
 ✔ 폰트
 Gmarket Sans
 UhBee mysen
 리디바탕
 
 ✔ 음악
 A Night Alone - TrackTribe",9.99E+10
adQO43G16vQ,동물의 숲] 인기주민 미첼 멸망전! 마일섬 노가다 시작! | 닌텐도 스위치 모여봐요 동물의 숲 하이라이트,84349,80,1426,https://i.ytimg.com/vi/adQO43G16vQ/hqdefault.jpg,"동물의 숲 5일차! 풀버전 보러가기 :: https://youtu.be/kbe5knOJnvw
 재밌었다면 좋아요, 구독, 알람설정!!!! 요욧!!
 
 * 광고 문의 : jw.jun@cj.net
 
 대도서관 / 대도서관 게임 / 동물의숲 / 닌텐도 스위치 / 업데이트
 
 #대도서관 # 동물의숲 # 동숲 #모동숲 #미첼 #신규주민 #로드리 #기가",8.01E+10
6HsCDgyojuQ,[설 특집] 1000트 동안 안 나온 마일섬에 숨어있는 미첼 찾기!,72655,64,1089,https://i.ytimg.com/vi/6HsCDgyojuQ/hqdefault.jpg,"재밌었다면 좋아요, 구독, 알람설정!!!! 요욧!!
 
 * 광고 문의 : buzzbean.biz@gmail.com
 
 대도서관 / 대도서관 게임 / 동물의숲 / 미첼 / 신규주민 / 설날특집 / 설날
 
 #대도서관 #미첼런 #설날특집",6.41E+10
W6EINxk66M4,[모동숲] 위시주민 입양 필수 코스! 🏝️마일섬 노가다,79695,333,736,https://i.ytimg.com/vi/W6EINxk66M4/hqdefault.jpg,"마일섬에서 원하는 주민을 입양해보려고 여러 차례 시도했어요.
 그 때마다, 다른 귀여운 주민에 빠져
 본래 영입하려고 했던 주민을 계속 못 만났는데, 드디어 만났습니다!",3.34E+10
fr-VAiXsyZU,"모동숲 마일리지 섬 주민 데려오기! 마일섬 쭈니, 잭슨, 미애, 차둘, 사이다를 노려라! (빠른스킵)",53551,250,287,https://i.ytimg.com/vi/fr-VAiXsyZU/hqdefault.jpg,"안녕하세요. 뀨꼼시입니다.
 오늘은 마일리지 섬에서 주민을 데려왔답니다!
 
 
 이번엔 과연 누가 나왔을지??
 
 쭈니, 잭슨, 미애, 차둘, 사이다를 데려오기 위한 노력은 계속됩니다~
 
 
 
 뀨뀨의 꼼지락 시간 - 뀨꼼시 / 이것저것 취미생활 이야기
 
 
 #닌텐도스위치 #스위치동물의숲 #모동숲공략 #모동숲마일리지섬 #동숲 
 #모동숲마일리지섬주민 #모동숲팁 #모동숲 #동물의숲 #모여봐요동물의숲
 #どうぶつの森 #AnimalCrossing #ACNH #あつ森 #뀨꼼시 #뀨뀨",2.50E+10
RXaZns7iHzI,[모동숲] 마일노가다! 230장의 티켓 중 10장만 사용해서 만난 인기 주민은? 잭슨 선생님...? (feat.도도굿즈) ㅣ ACNH Miles Tickets,77674,222,648,https://i.ytimg.com/vi/RXaZns7iHzI/hqdefault.jpg,"마일섬 노가다가 아닌 마일섬 투어가 되어버렸어요.
 첫 목표는 성숙 주민 데려오기였으나... 예상치도 못한 주민을 만났네요!! 
 400명이 넘는 주민들 중에서 제가 만난 주민은 잭슨이었어요 🥰
 여러분... 도도굿즈 입고 마일섬 투어 하세요....!!",2.23E+10
ua6SuotsnJY,[모동숲] 쭈니 보내고 마일섬 투어! 인기주민부터 기피주민까지 골고루 만나고 왔어요 😅 ㅣ ACNH Mystery Tour Islands,58812,202,569,https://i.ytimg.com/vi/ua6SuotsnJY/hqdefault.jpg,"완두콩 1:38
 귀여운데... 내눈에만 귀엽나...?
 
 [마이디자인 및 섬 소개 영상]
 🎈 https://youtu.be/dY4V0Nnr-Fo
 
 [문의 및 팬아트]
 💌 chokong0bean@naver.com (가운데 0은 숫자입니다!)",2.03E+10
YAP6hc-Q_Dg,마일섬에서 전남친 만나버림..,86508,18,1470,https://i.ytimg.com/vi/YAP6hc-Q_Dg/hqdefault.jpg,#모동숲 #동물의숲,1.81E+10
5PS_Zek6vNs,모동숲 마일여행 주민이 없을때 대처방법 토지매각이 없을때 // 동린이 들을 위한 꿀팁 가이드,38004,165,348,https://i.ytimg.com/vi/5PS_Zek6vNs/hqdefault.jpg,"디스코드 : https://discord.gg/kR9YUR8
 위들이 트위치: https://www.twitch.tv/weedlion026
 -----------------------------------------------------------------
 영상편집 : 위들이
 썸네일 : 위들이 
 -----------------------------------------------------------------
 각종 문의 및 건의 사항 : weedlion026@naver.com",1.65E+10
